filename	acq_time	operator	randstr
func/sub-12_ses-action01_task-action_run-01_bold.nii.gz	2021-10-18T08:58:02.337500	n/a	a94a56fc
func/sub-12_ses-action01_task-action_run-02_bold.nii.gz	2021-10-18T09:04:23.545000	n/a	81c861e9
func/sub-12_ses-action01_task-action_run-03_bold.nii.gz	2021-10-18T09:10:58.027500	n/a	9e2febe1
func/sub-12_ses-action01_task-action_run-04_bold.nii.gz	2021-10-18T09:18:53.680000	n/a	2257164b
func/sub-12_ses-action01_task-action_run-05_bold.nii.gz	2021-10-18T09:24:56.942500	n/a	848a758b
func/sub-12_ses-action01_task-action_run-06_bold.nii.gz	2021-10-18T09:30:51.910000	n/a	ad44cd94
fmap/sub-12_ses-action01_run-01_magnitude1.nii.gz	2021-10-18T09:36:36.415000	n/a	932e3970
fmap/sub-12_ses-action01_run-01_magnitude2.nii.gz	2021-10-18T09:36:36.415000	n/a	932e3970
fmap/sub-12_ses-action01_run-01_phasediff.nii.gz	2021-10-18T09:36:37.137500	n/a	46c79508
func/sub-12_ses-action01_task-action_run-07_bold.nii.gz	2021-10-18T09:39:44.365000	n/a	b88f3d07
func/sub-12_ses-action01_task-action_run-08_bold.nii.gz	2021-10-18T09:45:47.725000	n/a	96ae7c87
func/sub-12_ses-action01_task-action_run-09_bold.nii.gz	2021-10-18T09:51:40.655000	n/a	8db7afd6
func/sub-12_ses-action01_task-action_run-10_bold.nii.gz	2021-10-18T09:57:51.602500	n/a	9d97ba3d
func/sub-12_ses-action01_task-action_run-11_bold.nii.gz	2021-10-18T10:03:50.435000	n/a	829d8926
func/sub-12_ses-action01_task-action_run-12_bold.nii.gz	2021-10-18T10:09:47.552500	n/a	b26398f1
