onset	duration	trial_type	response_time	stim_file
0.0150609016418457	2.067063093185425	113.0	0.3716268539428711	Playing violin/v_Playing violin_id_HzF5YsRBxi4_start_79.0_label_1.mp4
4.014744997024536	2.033831834793091	41.0	0.0	Doing kickboxing/v_Doing kickboxing_id_4P5VqsEim9U_start_57.0_label_1.mp4
8.014729976654053	2.033679962158203	122.0	0.4215281009674072	Putting on makeup/v_Putting on makeup_id_G6wr8DZXnPc_start_26.5_label_1.mp4
12.0140118598938	2.0004210472106934	12.0	0.4553210735321045	Blow-drying hair/v_Blow-drying hair_id_dNmIRnZxlao_start_30.5_label_1.mp4
16.013667821884155	2.000458002090454	103.0	0.0	Playing ice hockey/v_Playing ice hockey_id_e6p54xCYmFE_start_6.5_label_1.mp4
24.01299405097961	2.000448942184448	38.0	0.4403500556945801	Doing crunches/v_Doing crunches_id_JBpXDC69Xqg_start_21.0_label_1.mp4
28.01264595985413	2.0004770755767822	166.0	0.74446702003479	Using the pommel horse/v_Using the pommel horse_id__1rLkiLDYwQ_start_9.5_label_1.mp4
32.01230001449585	2.0004279613494877	160.0	0.0	Triple jump/v_Triple jump_id_aOjKCyHP7_k_start_11.5_label_1.mp4
36.012048959732056	2.000591993331909	45.0	0.0	Drinking coffee/v_Drinking coffee_id_aAqtAvCF7fM_start_11.0_label_1.mp4
40.011656045913696	2.0005979537963867	134.0	0.0	Sharpening knives/v_Sharpening knives_id_ZHxJ2Uc4Peo_start_119.0_label_1.mp4
48.01090598106384	2.0004279613494877	79.0	0.6424119472503662	Making a lemonade/v_Making a lemonade_id_PNhiAZLmP94_start_44.5_label_1.mp4
52.01056098937988	2.0006918907165527	121.0	0.6504318714141846	Putting in contact lenses/v_Putting in contact lenses_id_y37rX0Y7XL8_start_14.5_label_1.mp4
56.01023888587952	2.0000360012054443	42.0	0.0	Doing motocross/v_Doing motocross_id_e3aroUs3Cj4_start_45.5_label_1.mp4
60.00990104675293	2.017068862915039	27.0	0.0	Clean and jerk/v_Clean and jerk_id_KRiYG_WalAo_start_3.5_label_1.mp4
64.00960183143616	2.0170271396636963	55.0	0.0	Grooming dog/v_Grooming dog_id_dh2SUC5l_iA_start_9.5_label_1.mp4
72.00888800621033	2.000464916229248	7.0	0.0	Bathing dog/v_Bathing dog_id_5wamcAMByD8_start_29.0_label_1.mp4
76.00853300094604	2.017072916030884	87.0	0.0	Painting fence/v_Painting fence_id_Q1zz9W4GnEc_start_82.5_label_1.mp4
80.00798797607422	2.0171899795532227	88.0	0.6924581527709961	Painting furniture/v_Painting furniture_id__DgU4MifxjM_start_36.0_label_1.mp4
84.00785088539124	2.017064094543457	110.0	0.0	Playing rubik cube/v_Playing rubik cube_id_9hiU-UBlst0_start_20.5_label_1.mp4
88.00750303268433	2.01714301109314	130.0	0.0	Rope skipping/v_Rope skipping_id_tJyi2R8J6bg_start_4.5_label_1.mp4
96.02353000640868	1.9837329387664795	93.0	0.0	Playing badminton/v_Playing badminton_id_JoGPqzukskI_start_5.5_label_1.mp4
