onset	duration	trial_type	response_time	stim_file
0.0151009559631347	2.0671281814575195	51.0	0.8860189914703369	Futsal/v_Futsal_id_cwAi7DJ3kQk_start_58.0_label_1.mp4
4.014759063720703	2.00037693977356	52.0	0.8090410232543945	Getting a haircut/v_Getting a haircut_id_Ft65NWVKkd4_start_16.5_label_1.mp4
8.014393091201782	2.000607967376709	161.0	1.2014811038970947	Tug of war/v_Tug of war_id_SnGDUzOzICU_start_36.5_label_1.mp4
12.014079093933104	2.000347852706909	76.0	0.6578631401062012	Long jump/v_Long jump_id_NO9t2sFxXqY_start_4.5_label_1.mp4
16.013676166534424	2.0003409385681152	134.0	0.9221198558807372	Sharpening knives/v_Sharpening knives_id_AakIyUNqGwA_start_28.0_label_1.mp4
24.01307201385498	2.000416040420532	131.0	0.5148859024047852	Running a marathon/v_Running a marathon_id_ofrkSTRhCE4_start_65.0_label_1.mp4
28.01274609565735	2.000431060791016	113.0	0.451153039932251	Playing violin/v_Playing violin_id_2TeRGST-TBw_start_10.5_label_1.mp4
32.012362003326416	2.017181158065796	17.0	1.2427849769592283	Building sandcastles/v_Building sandcastles_id_Y0rBAGer0ME_start_5.5_label_1.mp4
36.01201510429382	2.0339670181274414	117.0	0.7146728038787842	Polishing shoes/v_Polishing shoes_id_KVNl50-UjQ0_start_18.5_label_1.mp4
40.01165294647217	2.0006771087646484	94.0	0.7401368618011475	Playing bagpipes/v_Playing bagpipes_id_32VYPKSvnSY_start_142.5_label_1.mp4
48.01100397109985	2.000636100769043	6.0	0.6368179321289062	Ballet/v_Ballet_id_eIVOBwvv6Uc_start_96.5_label_1.mp4
52.01067399978638	2.00051498413086	99.0	0.5332329273223877	Playing field hockey/v_Playing field hockey_id_g0xegSfqzLc_start_49.0_label_1.mp4
56.01035404205322	1.9998900890350344	22.0	0.4460020065307617	Canoeing/v_Canoeing_id_xIgbQ8b54UA_start_50.5_label_1.mp4
60.01006317138672	1.9838578701019287	126.0	0.726464033126831	Riding bumper cars/v_Riding bumper cars_id_L5YmgB903Zo_start_21.5_label_1.mp4
