filename	acq_time	operator	randstr
func/sub-25_ses-action01_task-action_run-01_bold.nii.gz	2021-11-01T13:06:25.662500	n/a	3f6cbdb0
func/sub-25_ses-action01_task-action_run-02_bold.nii.gz	2021-11-01T13:12:35.455000	n/a	c1d3d350
func/sub-25_ses-action01_task-action_run-03_bold.nii.gz	2021-11-01T13:18:57.702500	n/a	1ae8b397
func/sub-25_ses-action01_task-action_run-04_bold.nii.gz	2021-11-01T13:24:58.475000	n/a	96284aa3
func/sub-25_ses-action01_task-action_run-05_bold.nii.gz	2021-11-01T13:31:03.340000	n/a	925aa6f9
func/sub-25_ses-action01_task-action_run-06_bold.nii.gz	2021-11-01T13:37:16.237500	n/a	a73eb91b
fmap/sub-25_ses-action01_run-01_magnitude1.nii.gz	2021-11-01T13:43:17.645000	n/a	57a9b755
fmap/sub-25_ses-action01_run-01_magnitude2.nii.gz	2021-11-01T13:43:17.645000	n/a	57a9b755
fmap/sub-25_ses-action01_run-01_phasediff.nii.gz	2021-11-01T13:43:18.367500	n/a	43ad5212
func/sub-25_ses-action01_task-action_run-07_bold.nii.gz	2021-11-01T13:46:15.842500	n/a	de81ecae
func/sub-25_ses-action01_task-action_run-08_bold.nii.gz	2021-11-01T13:52:10.647500	n/a	7faaac11
func/sub-25_ses-action01_task-action_run-09_bold.nii.gz	2021-11-01T13:58:10.032500	n/a	f4462b51
func/sub-25_ses-action01_task-action_run-10_bold.nii.gz	2021-11-01T14:04:26.395000	n/a	70576bed
func/sub-25_ses-action01_task-action_run-11_bold.nii.gz	2021-11-01T14:10:46.810000	n/a	f27b6a1c
func/sub-25_ses-action01_task-action_run-12_bold.nii.gz	2021-11-01T14:16:52.800000	n/a	68d2f23c
