filename	acq_time	operator	randstr
func/sub-06_ses-action01_task-action_run-01_bold.nii.gz	2021-09-27T13:03:43.720000	n/a	03f47beb
func/sub-06_ses-action01_task-action_run-02_bold.nii.gz	2021-09-27T13:09:29.145000	n/a	33666928
func/sub-06_ses-action01_task-action_run-03_bold.nii.gz	2021-09-27T13:15:11.117500	n/a	c8fbb238
func/sub-06_ses-action01_task-action_run-04_bold.nii.gz	2021-09-27T13:21:13.537500	n/a	af5e92f6
func/sub-06_ses-action01_task-action_run-05_bold.nii.gz	2021-09-27T13:27:34.465000	n/a	b4810aa1
func/sub-06_ses-action01_task-action_run-06_bold.nii.gz	2021-09-27T13:34:08.190000	n/a	62206934
fmap/sub-06_ses-action01_run-01_magnitude1.nii.gz	2021-09-27T13:39:41.225000	n/a	ad2bc5b5
fmap/sub-06_ses-action01_run-01_magnitude2.nii.gz	2021-09-27T13:39:41.225000	n/a	ad2bc5b5
fmap/sub-06_ses-action01_run-01_phasediff.nii.gz	2021-09-27T13:39:41.947500	n/a	40a29558
func/sub-06_ses-action01_task-action_run-07_bold.nii.gz	2021-09-27T13:42:45.307500	n/a	6239fa26
func/sub-06_ses-action01_task-action_run-08_bold.nii.gz	2021-09-27T13:48:36.555000	n/a	948d6711
func/sub-06_ses-action01_task-action_run-09_bold.nii.gz	2021-09-27T13:54:34.532500	n/a	8873ed8d
func/sub-06_ses-action01_task-action_run-10_bold.nii.gz	2021-09-27T14:01:00.060000	n/a	b874bddb
func/sub-06_ses-action01_task-action_run-11_bold.nii.gz	2021-09-27T14:06:52.145000	n/a	f883aa40
func/sub-06_ses-action01_task-action_run-12_bold.nii.gz	2021-09-27T14:12:48.997500	n/a	fe5c03a9
