filename	acq_time	operator	randstr
func/sub-09_ses-action01_task-action_run-01_bold.nii.gz	2021-10-13T13:04:05.995000	n/a	b83d9295
func/sub-09_ses-action01_task-action_run-02_bold.nii.gz	2021-10-13T13:09:58.977500	n/a	5d4ad28e
func/sub-09_ses-action01_task-action_run-03_bold.nii.gz	2021-10-13T13:15:44.037500	n/a	8daa15c3
func/sub-09_ses-action01_task-action_run-04_bold.nii.gz	2021-10-13T13:21:26.692500	n/a	d7aa8bd5
func/sub-09_ses-action01_task-action_run-05_bold.nii.gz	2021-10-13T13:27:14.312500	n/a	23bf1664
func/sub-09_ses-action01_task-action_run-06_bold.nii.gz	2021-10-13T13:32:58.762500	n/a	76575e6d
fmap/sub-09_ses-action01_run-01_magnitude1.nii.gz	2021-10-13T13:38:42.260000	n/a	854d2ed8
fmap/sub-09_ses-action01_run-01_magnitude2.nii.gz	2021-10-13T13:38:42.260000	n/a	854d2ed8
fmap/sub-09_ses-action01_run-01_phasediff.nii.gz	2021-10-13T13:38:42.982500	n/a	1dc19b9a
func/sub-09_ses-action01_task-action_run-07_bold.nii.gz	2021-10-13T13:41:48.800000	n/a	3ce63638
func/sub-09_ses-action01_task-action_run-08_bold.nii.gz	2021-10-13T13:47:36.205000	n/a	49a642d7
func/sub-09_ses-action01_task-action_run-09_bold.nii.gz	2021-10-13T13:53:22.067500	n/a	2e6bf88a
func/sub-09_ses-action01_task-action_run-10_bold.nii.gz	2021-10-13T13:59:12.712500	n/a	4f84cf07
func/sub-09_ses-action01_task-action_run-11_bold.nii.gz	2021-10-13T14:04:59.617500	n/a	92c1afc1
func/sub-09_ses-action01_task-action_run-12_bold.nii.gz	2021-10-13T14:10:43.057500	n/a	869f3b7c
