filename	acq_time	operator	randstr
func/sub-07_ses-action01_task-action_run-01_bold.nii.gz	2021-09-27T14:23:49.545000	n/a	58e0ca93
func/sub-07_ses-action01_task-action_run-02_bold.nii.gz	2021-09-27T14:29:42.772500	n/a	6635e1cd
func/sub-07_ses-action01_task-action_run-03_bold.nii.gz	2021-09-27T14:35:29.685000	n/a	7ecad6cb
func/sub-07_ses-action01_task-action_run-04_bold.nii.gz	2021-09-27T14:41:31.365000	n/a	e7467638
func/sub-07_ses-action01_task-action_run-05_bold.nii.gz	2021-09-27T14:47:30.485000	n/a	e0b626f7
func/sub-07_ses-action01_task-action_run-06_bold.nii.gz	2021-09-27T14:53:29.245000	n/a	b2bda77b
fmap/sub-07_ses-action01_run-01_magnitude1.nii.gz	2021-09-27T14:59:20.200000	n/a	ff7a8f18
fmap/sub-07_ses-action01_run-01_magnitude2.nii.gz	2021-09-27T14:59:20.200000	n/a	ff7a8f18
fmap/sub-07_ses-action01_run-01_phasediff.nii.gz	2021-09-27T14:59:20.922500	n/a	6e1200e1
func/sub-07_ses-action01_task-action_run-07_bold.nii.gz	2021-09-27T15:02:13.487500	n/a	bd7844c6
func/sub-07_ses-action01_task-action_run-08_bold.nii.gz	2021-09-27T15:08:04.852500	n/a	f51d1200
func/sub-07_ses-action01_task-action_run-09_bold.nii.gz	2021-09-27T15:14:00.460000	n/a	0c668826
func/sub-07_ses-action01_task-action_run-10_bold.nii.gz	2021-09-27T15:19:45.485000	n/a	f8cb8309
func/sub-07_ses-action01_task-action_run-11_bold.nii.gz	2021-09-27T15:25:48.437500	n/a	2526620b
func/sub-07_ses-action01_task-action_run-12_bold.nii.gz	2021-09-27T15:31:34.550000	n/a	0372fca7
