filename	acq_time	operator	randstr
func/sub-29_ses-action01_task-action_run-01_bold.nii.gz	2021-11-02T10:33:57.287500	n/a	2d7380d3
func/sub-29_ses-action01_task-action_run-02_bold.nii.gz	2021-11-02T10:39:50.437500	n/a	9b61f92b
func/sub-29_ses-action01_task-action_run-03_bold.nii.gz	2021-11-02T10:45:43.520000	n/a	38088301
func/sub-29_ses-action01_task-action_run-04_bold.nii.gz	2021-11-02T10:51:40.777500	n/a	ef29adb9
func/sub-29_ses-action01_task-action_run-05_bold.nii.gz	2021-11-02T10:57:32.457500	n/a	3da0e008
func/sub-29_ses-action01_task-action_run-06_bold.nii.gz	2021-11-02T11:03:54.477500	n/a	2ce8f00f
fmap/sub-29_ses-action01_run-01_magnitude1.nii.gz	2021-11-02T11:09:27.545000	n/a	5ceca228
fmap/sub-29_ses-action01_run-01_magnitude2.nii.gz	2021-11-02T11:09:27.545000	n/a	5ceca228
fmap/sub-29_ses-action01_run-01_phasediff.nii.gz	2021-11-02T11:09:28.267500	n/a	07884447
func/sub-29_ses-action01_task-action_run-07_bold.nii.gz	2021-11-02T11:12:22.345000	n/a	758eeac2
func/sub-29_ses-action01_task-action_run-08_bold.nii.gz	2021-11-02T11:18:18.955000	n/a	5fe54fdb
func/sub-29_ses-action01_task-action_run-09_bold.nii.gz	2021-11-02T11:24:11.575000	n/a	0b7acc72
func/sub-29_ses-action01_task-action_run-10_bold.nii.gz	2021-11-02T11:30:02.447500	n/a	51d20fa7
func/sub-29_ses-action01_task-action_run-11_bold.nii.gz	2021-11-02T11:35:56.955000	n/a	83ad91be
func/sub-29_ses-action01_task-action_run-12_bold.nii.gz	2021-11-02T11:41:45.345000	n/a	dd9c912e
anat/sub-29_ses-action01_run-01_T1w.nii.gz	2021-11-02T11:47:17.087500	n/a	1cb62741
