filename	acq_time	operator	randstr
func/sub-18_ses-action01_task-action_run-01_bold.nii.gz	2021-10-20T16:04:53.730000	n/a	1c67bdb4
func/sub-18_ses-action01_task-action_run-02_bold.nii.gz	2021-10-20T16:10:43.332500	n/a	8b76ba04
func/sub-18_ses-action01_task-action_run-03_bold.nii.gz	2021-10-20T16:16:48.690000	n/a	2cb502f2
func/sub-18_ses-action01_task-action_run-04_bold.nii.gz	2021-10-20T16:22:47.645000	n/a	946d9303
func/sub-18_ses-action01_task-action_run-05_bold.nii.gz	2021-10-20T16:30:00.682500	n/a	e15a79e0
func/sub-18_ses-action01_task-action_run-06_bold.nii.gz	2021-10-20T16:36:10.010000	n/a	9147779d
fmap/sub-18_ses-action01_run-01_magnitude1.nii.gz	2021-10-20T16:41:45.105000	n/a	2ba5432e
fmap/sub-18_ses-action01_run-01_magnitude2.nii.gz	2021-10-20T16:41:45.105000	n/a	2ba5432e
fmap/sub-18_ses-action01_run-01_phasediff.nii.gz	2021-10-20T16:41:45.827500	n/a	252ebb25
func/sub-18_ses-action01_task-action_run-07_bold.nii.gz	2021-10-20T16:44:39.880000	n/a	babefa45
func/sub-18_ses-action01_task-action_run-08_bold.nii.gz	2021-10-20T16:50:39.440000	n/a	e0a46f2c
func/sub-18_ses-action01_task-action_run-09_bold.nii.gz	2021-10-20T16:56:38.507500	n/a	4b661ae0
func/sub-18_ses-action01_task-action_run-10_bold.nii.gz	2021-10-20T17:02:44.415000	n/a	fd0c0be0
func/sub-18_ses-action01_task-action_run-11_bold.nii.gz	2021-10-20T17:08:42.965000	n/a	890b07d6
func/sub-18_ses-action01_task-action_run-12_bold.nii.gz	2021-10-20T17:14:45.577500	n/a	867f3112
