global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	a_comp_cor_102	a_comp_cor_103	a_comp_cor_104	a_comp_cor_105	a_comp_cor_106	a_comp_cor_107	a_comp_cor_108	a_comp_cor_109	a_comp_cor_110	a_comp_cor_111	a_comp_cor_112	a_comp_cor_113	a_comp_cor_114	a_comp_cor_115	a_comp_cor_116	a_comp_cor_117	a_comp_cor_118	a_comp_cor_119	a_comp_cor_120	a_comp_cor_121	a_comp_cor_122	a_comp_cor_123	a_comp_cor_124	a_comp_cor_125	a_comp_cor_126	a_comp_cor_127	a_comp_cor_128	a_comp_cor_129	a_comp_cor_130	a_comp_cor_131	a_comp_cor_132	a_comp_cor_133	a_comp_cor_134	a_comp_cor_135	a_comp_cor_136	a_comp_cor_137	a_comp_cor_138	a_comp_cor_139	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	non_steady_state_outlier04	non_steady_state_outlier05	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
723.2790567934511	n/a	523132.5939960243	n/a	554.7451180072605	n/a	n/a	307742.1459528894	569.5513170171689	n/a	324388.70271599165	n/a	565.5411956017376	814.4205588549985	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.00266264	n/a	n/a	7.0896517696e-06	-0.0371996	n/a	n/a	0.00138381024016	9.39915e-06	n/a	n/a	8.83440207225e-11	6.35802e-05	n/a	4.04244183204e-09	n/a	0.000339127	n/a	1.1500712212899999e-07	n/a	0.0	n/a	0.0	n/a
722.4784725362567	-0.8005842571943731	521975.1432783226	0.6409351528674662	549.8160103876838	-4.929107619576712	24.2961019253692	302297.6452786297	569.6070865733698	0.05576955620085755	324452.2330746024	0.003110243398840609	565.5336087900713	818.1860802729732	1.136769	41.718079	0.08333925718	0.0407606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-3.87803e-06	-0.00266651803	7.110318404315082e-06	1.5039116680900003e-11	-0.0170963	0.020103299999999998	0.00040414267089	0.00029228347368999994	-0.0197388	-0.01974819915	0.0003899913696680607	0.00038962022544	0.000549981	0.0004864008	3.0247910036099995e-07	2.3658573824063997e-07	7.65955e-05	-0.0002625315	5.86687062025e-09	6.892278849225001e-08	6.74925e-05	6.74925e-05	4.55523755625e-09	4.55523755625e-09
722.3280184628851	-0.15045407337163394	521757.76625651814	0.022636428194117014	544.621667722483	-5.194342665200793	26.98119572352527	296612.76095281873	569.3584348565881	-0.2486517167816373	324169.0273423437	0.06182767625845559	565.2664480880802	813.5835299060899	1.2082700000000002	44.342075	0.16482140197	0.0958887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.00253763	-0.00253375197	6.41989904547888e-06	6.4395660168999985e-06	0.0355227	0.052619000000000006	0.002768759161	0.0012618622152900001	0.0138567	0.0335955	0.00112865762025	0.00019200813489000004	-0.000677999	-0.00122798	4.5968264400100003e-07	1.5079348804000004e-06	-0.000149395	-0.0002259905	2.2318866025e-08	5.107170609025e-08	0.0	-6.74925e-05	0.0	4.55523755625e-09
721.8862785896657	-0.4417398732193761	521119.7992160365	0.1951341155918704	549.4670258839238	4.8453581614408	23.477495712640966	301914.01253372466	569.0337382705827	-0.3246965860054161	323799.39529019396	0.10542787296357256	565.0013307857736	832.7600043287795	1.21372	44.542084	0.17941278165299998	0.113713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-6.23347e-07	0.002537006653	6.436402757366263e-06	3.88561482409e-13	-0.0469683	-0.08249100000000001	0.006804765081000003	0.0022060212048899998	-0.00156413	-0.015420830000000003	0.0002378019978889001	2.4465026569e-06	0.000638569	0.001316568	4.0777036776099993e-07	1.7333512986239998e-06	6.022e-05	0.000209615	3.6264484e-09	4.3938448225000005e-08	5.30959e-05	5.30959e-05	2.81917459681e-09	2.81917459681e-09
721.3878384387798	-0.4984401508859264	520400.41344737506	0.2484425840151851	545.7005176669022	-3.766508217021624	14.186584148891413	297789.05498192506	568.8445043862494	-0.18923388433336186	323584.0701704377	0.035809462979892175	564.9112969388649	828.9507464147655	1.171804	43.003799	0.180787838347	0.136855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	6.23347e-07	3.88561482409e-13	0.0	0.07766499999999997	0.12463329999999995	0.015533459468889994	0.006031852224999995	-0.00528805	-0.00372392	1.38675801664e-05	2.79634728025e-05	-0.000296715	-0.000935284	8.803979122500002e-08	8.74756160656e-07	-0.0	-6.022e-05	0.0	3.6264484e-09	0.0	-5.30959e-05	0.0	2.81917459681e-09
720.7492569804382	-0.638581458341605	519479.49143785366	0.4077862789376909	547.9684052338581	2.267887566955892	5.143314016353116	300269.3731345377	569.2866498654776	0.442145479228202	324087.2897150588	0.19549262480193644	565.2238197331759	832.8416804104393	1.178279	43.241428000000006	0.1612432535	0.108592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.7535e-06	-1.7535e-06	3.0747622500000002e-12	3.0747622500000002e-12	-0.0221138	-0.09977879999999996	0.009955808929439995	0.0004890201504399999	0.023837	0.02912505	0.0008482685375025	0.0005682025690000001	0.000216218	0.000512933	4.675022352399999e-08	2.6310026248899997e-07	-0.0	0.0	0.0	0.0	-0.00013382	-0.00013382	1.7907792399999997e-08	1.7907792399999997e-08
719.0663986129878	-1.6828583674504216	517056.48561425216	2.8320122848978984	544.0250167967	-3.943388437158092	15.550312366312134	295963.2189006497	568.8723820527	-0.4142678127775525	323615.78706231306	0.17161782070349732	564.8188261997649	820.85218183801	1.1326379999999998	41.566471	0.1467947415	0.0937454	0.07720388660000001	-0.052730719100000004	0.0340094202	-0.2199596521	0.1267301888	-0.0467819848	-0.0574193978	-0.0852683585	0.0137965469	-0.137295837	0.0636584116	-0.2047401855	0.21975263109999998	-0.0047284740999999995	0.0841665375	-0.0564012405	0.18570951239999997	-0.0707435537	0.0063754455	0.0386411715	0.0400882561	-0.042964816600000004	0.0295191767	-0.0408688817	0.1621683453	-0.0470520672	0.1064750089	-0.0126787906	0.1579759915	-0.011109373	0.0984132974	-0.0254941219	0.0625238978	-0.0199079718	0.1352969615	-0.0530867124	0.0634730366	-0.08879743789999997	0.0797018622	-0.0244600524	0.074290777	0.0246524323	-0.027653206800000003	-0.0110583528	0.0277121082	0.0123618601	-0.0577360656	-0.0057567305000000004	-0.0048808569	0.08714575140000001	0.0150005377	0.0034811732000000002	-0.0311591177	-0.0296151728	0.0819971456	0.0470029972	0.1147415239	-0.1322473797	0.0507201547	0.066028596	0.0668385142	-0.0117138852	-0.0370918307	-0.1239979399	0.0390692761	0.09884433960000001	-0.1054620668	-0.0356441496	-0.0036948465999999997	-0.0333891561	0.0400300516	0.0156575452	0.0088632565	0.0842375531	-0.0526618217	-0.0211662792	-0.0350990262	0.0933839883	0.0260965875	0.0296724808	0.061496219299999995	-0.1064054352	-0.0019369053	0.0003760778	-0.060566767800000004	0.0303492112	-0.006388765	0.0776000987	0.1206656528	-0.1458230255	0.038148172	-0.0599830582	0.17782537199999998	-0.0467024725	0.012435366299999999	-0.0339198675	0.0184739178	-0.1555583867	0.0831817519	-0.014556161000000001	0.047881860199999994	-0.045797875300000006	0.058603102699999986	-0.0699357915	0.0129390825	-0.0233700775	-0.0213858017	0.012379220500000001	0.015172429599999999	0.0384776153	-0.0213557397	-0.0439470105	0.0438006662	0.0432709811	-0.0040881606	-0.0551577545	0.035576599	0.0040203669	0.1554446065	-0.0024865234	-0.104250959	0.13591397189999999	0.0276421532	0.0314079257	0.0341275162	-0.0372743334	-0.0511575046	0.0831756259	0.009956671700000001	0.0280580612	-0.138653826	-0.0774685609	-0.024056728	0.0913461402	0.1086993524	-0.0300129361	-0.005442125	-0.0010073274	-0.055149217800000004	-0.0278473994	0.0673343471	0.0163082809	0.0548765854	-0.0326070959	-0.0137909337	-0.0862299302	0.1154637225	0.11544472929999999	0.11541307630000001	0.0	0.0	0.0	0.0	0.0	0.0	-0.00308861	-0.0030868565000000004	9.528683051592251e-06	9.5395117321e-06	0.0658134	0.0879272	0.00773119249984	0.004331403619559999	0.00263946	-0.02119754	0.0004493357020516001	6.966749091600002e-06	-7.82029e-05	-0.0002944209	6.1156935684100004e-09	8.668366635680999e-08	-0.000263422	-0.000263422	6.939115008400001e-08	6.939115008400001e-08	0.0	0.00013382	0.0	1.7907792399999997e-08
718.3563024890635	-0.7100961239242451	516035.7773257589	0.5042365052122371	554.5117793947759	10.486762598075869	109.97218978840296	307483.3134875606	568.9963167703625	0.12393471766245055	323756.80849823874	0.015359814242071338	564.8871765385352	799.1121676527735	1.08445	39.798008	0.057046249999999986	0.0316937	-0.0043727664	0.1283124421	-0.0034180055999999998	-0.17498416170000006	-0.0108787417	-0.0238745408	-0.07662371679999999	0.0913800435	-0.0656711738	0.0842281179	-0.0234584033	0.0351277341	-0.0371295553	-0.2945037743	0.18437621210000002	-0.09180523630000001	0.0487940614	-0.0816545831	-0.1478092765	-0.0865672154	0.0636870552	0.0569078305	0.13125092789999998	-0.1483021357	0.0554198958	-0.0235926649	0.1672102733	-0.0559473803	0.0340310113	0.1240200731	0.1468930977	-0.0802322805	-0.0089275931	-0.0061636825	-0.09849295710000001	0.0084855676	-0.0142732144	-0.1930197992	0.08502759369999999	0.0057913312	0.08846736699999999	0.0374152492	0.091090583	-0.0251873086	0.0073224369	0.0343414008	-0.07008282980000001	-0.056453599000000014	-0.0194510041	0.044267217000000005	-0.045082852699999995	0.026087603900000002	-0.001741937	-0.0240972762	0.0616942967	-0.0382899123	0.1485841698	-0.1294460793	-0.0619944285	-0.0444346498	-0.06388022230000001	0.0297329359	-0.0122308471	0.0281201505	0.0182221582	0.0844322669	-0.1215637374	-0.031111140699999998	-0.047429216600000004	0.022362143199999997	-0.0085986491	-0.007989371	0.0676638832	0.0574405761	-0.0431483515	0.015544903	-0.0051813916	-0.0288137053	0.074835878	-0.0160202175	-0.0051035595	-0.17380325489999998	0.0392899978	-0.10399207210000001	0.0272766934	-0.0100536671	-0.1111723266	0.1656683616	-0.006279209399999999	-0.1274815085	0.0432751461	-0.1091844173	0.0801807875	0.042301221900000005	0.1303118658	-0.1420593677	-0.0325801201	-0.0071268969	0.008877135	-0.1007051083	0.1615368396	-0.179658885	-0.0069460168000000004	-0.055484404699999997	-0.017323271499999997	0.0206458204	0.0831319306	-0.0594806062	0.005432096	-0.051912932800000006	-0.023091727700000002	-0.08828921	0.026800826099999998	0.0652973079	-0.024188658300000002	-0.037205061	0.0364845183	0.0244782811	0.1384847786	0.07821085929999999	-0.0827283385	-0.0510812591	0.0502523367	-0.081679108	0.059485199	0.0056720792	-0.023925601600000002	-0.0623898967	0.021032694900000003	-0.0400663732	-0.0747734051	-0.13255363609999998	-0.041563939	0.0554400152	0.11658491779999999	-0.07178156769999999	0.0241667758	0.0009701136	0.0147866992	-0.0205985009	0.1573030152	-0.0713391136	0.0077288603	-0.050549895899999996	0.0950131742	0.0045146167	0.11541307630000001	0.1152422001	0.11495759369999999	0.0	0.0	0.0	0.0	0.0	0.0	-0.00310867	-2.006000000000013e-05	4.0240360000000516e-10	9.6638291689e-06	0.051596900000000015	-0.014216499999999988	0.00020210887224999957	0.002662240089610001	-0.022015700000000003	-0.02465516	0.0006078769146256001	0.0004846910464900001	3.94447e-05	0.0001176476	1.5558843580899996e-09	1.3840957785760004e-08	-0.000120718	0.00014270400000000006	1.4572835523999998e-08	2.0364431616000007e-08	-0.000102739	-0.000102739	1.0555302121e-08	1.0555302121e-08
718.9497607532481	0.5934582641846191	516888.7584871528	0.3521927113290212	544.3238539670749	-10.187925427700977	103.7938245203961	296288.45799756947	568.5842749039113	-0.4120418664512045	323288.0776680065	0.16977849970859218	564.6166469884157	807.7028800987912	1.156634	42.447098	0.05118167199999999	0.0275099	0.0264266453	-0.09556529539999999	-0.0174541769	-0.1837050106	0.0534616013	0.1517819075	0.1299723452	0.0696918628	0.0331071055	-0.0124035299	-0.0868125965	-0.07248422269999999	0.0268789699	-0.0013731317000000001	-0.0457638633	0.0971124078	0.010621894299999999	-0.18429446719999998	-0.011248623999999999	-0.0747909819	-0.1160957817	-0.0122468471	-0.1048004392	-0.07961793190000001	-0.0745885359	-0.07693940469999999	-0.0983922793	-0.0572665059	-0.0573334396	-0.0209140186	0.11806487289999999	0.0035589472	-0.0586539014	-0.021244341400000002	-0.12798691140000001	-0.1137614211	-0.0388865052	-0.0878601644	-0.09850960939999999	0.012568771599999999	0.0704891853	-0.0255582375	0.0173962213	0.068452471	-0.0512552041	-0.060539927199999996	-0.0150239111	-0.10538003650000001	0.0317632288	-0.1231370581	-0.0131857952	0.1801535901	-0.039506698199999996	0.027581047200000004	0.047284855599999995	-0.050998655	-0.0718487697	-0.0001344819	0.0541612091	-0.0083760735	-0.026895747999999997	0.0373914688	0.0463432085	0.0707407907	-0.10269406240000001	-0.028748626	-0.1253522994	0.009157548100000001	0.07882799360000001	0.21789539789999998	0.0756193803	-0.0436511779	0.0287920713	-0.18186397399999998	0.16853139670000006	0.0369608639	-0.0513315337	-0.1399145114	0.0827628469	-0.0054719106	-0.0149207977	-0.0100457447	-0.1038225337	0.049047840499999995	0.1249024042	0.014393298899999999	0.1361829106	0.054285457599999996	-0.0684132999	-0.0118873822	0.0234526111	0.1501479326	-0.0642059451	-0.0257577175	0.134322344	0.026357163399999998	-0.06657378139999999	0.0083427559	0.033240671400000005	-0.1341221093	0.029466134100000006	-0.06357599629999999	-0.13666091800000002	-0.0214623806	-0.0086643543	0.04539199	0.04669206309999999	-0.0358221428	-0.1208746627	-0.0638532985	0.0208673804	0.0448273286	-0.009706217900000001	0.11689985619999999	0.0235288133	0.172136872	0.0732795837	0.0646275967	0.0032967965000000004	-0.0818238578	0.0802133748	-0.0860908481	-0.0040007274	-0.0132208148	0.019592041799999998	0.0639537762	0.051664315599999996	-0.0380018052	-0.010657835800000001	-0.1340753367	0.1268536199	-0.045136005599999994	-0.18236455829999998	-0.0853134066	-0.0037399829999999997	0.1416305195	-0.0179546238	0.0129974575	0.19774030059999997	0.1494802011	0.043725683099999996	-0.10600757429999999	-0.1192262774	-0.055097278	-0.034132844700000005	0.007698971800000002	0.1153118061	0.1148374968	0.1140484259	0.0	0.0	0.0	0.0	0.0	0.0	-0.00472013	-0.0016114600000000005	2.5968033316000006e-06	2.2279627216900004e-05	0.0600428	0.008445899999999992	7.133322680999988e-05	0.00360513783184	-0.000218998	0.021796702	0.0004750962180768041	4.7960124004e-08	-3.38415e-05	-7.32862e-05	1.14524712225e-09	5.370867110440001e-09	-0.000331245	-0.000210527	1.0972325002499998e-07	4.4321617729e-08	0.0	0.000102739	0.0	1.0555302121e-08
719.1445350120395	0.1947742587913126	517168.8622376825	0.03793701188770522	549.4479221378724	5.1240681707975	26.25607461898004	301893.0191416255	568.4661859622239	-0.11808894168734695	323153.8045824377	0.01394499814883763	564.3857635342015	809.5161901715777	1.161692	42.632721	0.023657682000000003	0.012283100000000005	-0.042210943099999995	0.029563641600000006	0.0812720651	-0.13305432109999998	0.1227829832	-0.0968107581	-0.0077178715	-0.1139510542	-0.066357275	0.106435717	0.0511263405	0.012804398600000001	0.08771570210000001	-0.1446559461	-0.0026386865	0.1596037642	-0.0202719507	0.0388028655	-0.08805293130000001	0.0542919041	0.047655679299999996	-0.035972429300000004	0.0390331099	-0.0399821617	0.0764905513	-0.00019948779999999998	0.1062672452	-0.0329761347	-0.09669135400000001	-0.0782583782	0.163753551	-0.0671208591	-0.1680359081	-0.00020692220000000002	0.0229177537	-0.1026191263	0.0078811223	-0.0359300847	0.0386532449	0.0288560483	0.0301455867	0.0779740372	-0.0408847066	0.1172897418	-0.005736103100000001	-0.11057889380000001	0.0319675924	-0.031878516	-0.06721290349999999	0.08034564549999999	-0.1362409518	0.026278232999999998	-0.057677401100000004	-0.0066176348	-0.006894312099999999	0.064636021	-0.0042940109	-0.21467730570000002	-0.0005463414	0.1401514885	0.037810459	0.1055500377	-0.0050643146000000005	-0.0527413183	0.0112393557	-0.0372188673	0.0081276891	0.1363961826	0.1177812791	0.0590450108	0.1568768826	-0.0377560299	-0.10517231839999999	0.0698488343	-0.0683338971	0.0339123033	0.1116461881	0.08246274320000001	-0.06579675980000001	-0.024918492	-0.0435392038	-0.0147750924	-0.08689597660000001	0.0097599112	-0.0670180046	0.0143915485	-0.037449559900000005	0.0711253927	0.0292183023	-0.1035387067	0.0438657521	-0.0714073339	-0.0102378904	-0.1157732838	0.1661015832	0.0603268537	-0.0497011645	0.0728475269	0.1323920002	-0.09208423730000001	0.0211149823	-0.0695828854	0.0497807553	-0.0241624518	-0.0620795401	-0.0458824304	-0.0052442349	-0.0488919225	-0.1749555794	0.011956965200000001	0.035406432	0.0004692686	-0.0895198649	0.1523222465	0.0102440754	-0.1235389442	0.0105459925	0.0213558587	0.0700518724	-0.0005830014	-0.1230678642	0.1428333798	-0.1401856869	-0.020640904499999998	-0.033246348700000004	-0.0414336446	0.047599119	0.0485912723	-0.044634515599999994	-0.05943792990000001	0.021458267200000002	0.1169850836	0.056071523	0.0251239817	0.08796977339999999	0.2070499784	-0.1406229934	-0.0081108749	-0.052685597300000005	-0.1005014183	-0.079467034	0.044748083099999995	-0.0348880626	-0.0555891525	-0.0030052405	0.0745008383	0.1151599564	0.11423132949999999	0.112689161	0.0	0.0	0.0	0.0	0.0	0.0	-0.006353899999999999	-0.0016337699999999988	2.669204412899996e-06	4.037204520999999e-05	0.0565548	-0.003487999999999998	1.2166143999999987e-05	0.00319844540304	-0.0100431	-0.009824102	9.651298010640401e-05	0.00010086385760999997	4.71251e-05	8.09666e-05	2.22077505001e-09	6.5555903155599996e-09	-0.000370646	-3.9401e-05	1.3737845731599998e-07	1.5524388009999998e-09	5.38686e-05	5.38686e-05	2.90182606596e-09	2.90182606596e-09
