filename	acq_time	operator	randstr
func/sub-17_ses-action01_task-action_run-01_bold.nii.gz	2021-10-20T09:20:53.237500	n/a	d30c4efa
func/sub-17_ses-action01_task-action_run-02_bold.nii.gz	2021-10-20T09:27:32.922500	n/a	115ff2a3
func/sub-17_ses-action01_task-action_run-03_bold.nii.gz	2021-10-20T09:33:24.200000	n/a	b2639579
func/sub-17_ses-action01_task-action_run-04_bold.nii.gz	2021-10-20T09:39:24.342500	n/a	8437cb1e
func/sub-17_ses-action01_task-action_run-05_bold.nii.gz	2021-10-20T09:47:42.442500	n/a	1caa9f82
func/sub-17_ses-action01_task-action_run-06_bold.nii.gz	2021-10-20T09:53:34.525000	n/a	bbbba03f
fmap/sub-17_ses-action01_run-01_magnitude1.nii.gz	2021-10-20T09:59:10.437500	n/a	af924ff7
fmap/sub-17_ses-action01_run-01_magnitude2.nii.gz	2021-10-20T09:59:10.437500	n/a	af924ff7
fmap/sub-17_ses-action01_run-01_phasediff.nii.gz	2021-10-20T09:59:11.160000	n/a	2c3b35fb
func/sub-17_ses-action01_task-action_run-07_bold.nii.gz	2021-10-20T10:02:14.005000	n/a	a9434104
func/sub-17_ses-action01_task-action_run-08_bold.nii.gz	2021-10-20T10:08:08.325000	n/a	a05c3121
func/sub-17_ses-action01_task-action_run-09_bold.nii.gz	2021-10-20T10:14:49.597500	n/a	28eea399
func/sub-17_ses-action01_task-action_run-10_bold.nii.gz	2021-10-20T10:20:39.417500	n/a	a96cb401
func/sub-17_ses-action01_task-action_run-11_bold.nii.gz	2021-10-20T10:26:44.860000	n/a	fa6d8a08
func/sub-17_ses-action01_task-action_run-12_bold.nii.gz	2021-10-20T10:32:38.222500	n/a	568e9064
