filename	acq_time	operator	randstr
func/sub-15_ses-action01_task-action_run-01_bold.nii.gz	2021-10-20T10:44:05.915000	n/a	e24fff50
func/sub-15_ses-action01_task-action_run-02_bold.nii.gz	2021-10-20T10:50:20.240000	n/a	4bf58635
func/sub-15_ses-action01_task-action_run-03_bold.nii.gz	2021-10-20T10:56:22.065000	n/a	a59caee0
func/sub-15_ses-action01_task-action_run-04_bold.nii.gz	2021-10-20T11:02:30.487500	n/a	32516df1
func/sub-15_ses-action01_task-action_run-05_bold.nii.gz	2021-10-20T11:08:46.892500	n/a	87dcc855
func/sub-15_ses-action01_task-action_run-06_bold.nii.gz	2021-10-20T11:14:53.955000	n/a	f9d1ade8
fmap/sub-15_ses-action01_run-01_magnitude1.nii.gz	2021-10-20T11:21:47.027500	n/a	8dafa50e
fmap/sub-15_ses-action01_run-01_magnitude2.nii.gz	2021-10-20T11:21:47.027500	n/a	8dafa50e
fmap/sub-15_ses-action01_run-01_phasediff.nii.gz	2021-10-20T11:21:47.750000	n/a	7870db7d
func/sub-15_ses-action01_task-action_run-07_bold.nii.gz	2021-10-20T11:31:17.527500	n/a	800c6791
func/sub-15_ses-action01_task-action_run-08_bold.nii.gz	2021-10-20T11:37:10.852500	n/a	1d86fb00
func/sub-15_ses-action01_task-action_run-09_bold.nii.gz	2021-10-20T11:43:12.482500	n/a	9e9dd56d
func/sub-15_ses-action01_task-action_run-10_bold.nii.gz	2021-10-20T11:49:14.702500	n/a	285763be
func/sub-15_ses-action01_task-action_run-11_bold.nii.gz	2021-10-20T11:55:15.840000	n/a	289de03d
func/sub-15_ses-action01_task-action_run-12_bold.nii.gz	2021-10-20T12:01:16.620000	n/a	0202ec9d
fmap/sub-15_ses-action01_run-02_magnitude1.nii.gz	2021-10-20T12:06:40.475000	n/a	18f94bd4
fmap/sub-15_ses-action01_run-02_magnitude2.nii.gz	2021-10-20T12:06:40.475000	n/a	18f94bd4
fmap/sub-15_ses-action01_run-02_phasediff.nii.gz	2021-10-20T12:06:41.197500	n/a	d1fc3051
