filename	acq_time	operator	randstr
func/sub-10_ses-action01_task-action_run-01_bold.nii.gz	2021-10-13T14:21:57.895000	n/a	40c4b71f
func/sub-10_ses-action01_task-action_run-02_bold.nii.gz	2021-10-13T14:27:59.595000	n/a	ea2ef1eb
func/sub-10_ses-action01_task-action_run-03_bold.nii.gz	2021-10-13T14:33:50.070000	n/a	77f8e921
func/sub-10_ses-action01_task-action_run-04_bold.nii.gz	2021-10-13T14:40:41.590000	n/a	79db1f21
func/sub-10_ses-action01_task-action_run-05_bold.nii.gz	2021-10-13T14:46:32.207500	n/a	b47c95c0
func/sub-10_ses-action01_task-action_run-06_bold.nii.gz	2021-10-13T14:52:22.667500	n/a	77d8e47e
fmap/sub-10_ses-action01_run-01_magnitude1.nii.gz	2021-10-13T14:58:47.280000	n/a	043ab14c
fmap/sub-10_ses-action01_run-01_magnitude2.nii.gz	2021-10-13T14:58:47.280000	n/a	043ab14c
fmap/sub-10_ses-action01_run-01_phasediff.nii.gz	2021-10-13T14:58:48.002500	n/a	6c2a8f09
func/sub-10_ses-action01_task-action_run-07_bold.nii.gz	2021-10-13T15:01:46.300000	n/a	8332be08
func/sub-10_ses-action01_task-action_run-08_bold.nii.gz	2021-10-13T15:07:33.497500	n/a	3325e957
func/sub-10_ses-action01_task-action_run-09_bold.nii.gz	2021-10-13T15:13:27.902500	n/a	6222c53c
func/sub-10_ses-action01_task-action_run-10_bold.nii.gz	2021-10-13T15:19:23.207500	n/a	c0561d8b
func/sub-10_ses-action01_task-action_run-11_bold.nii.gz	2021-10-13T15:25:27.020000	n/a	0ec33ea4
func/sub-10_ses-action01_task-action_run-12_bold.nii.gz	2021-10-13T15:31:18.335000	n/a	c163432b
