filename	acq_time	operator	randstr
func/sub-20_ses-action01_task-action_run-01_bold.nii.gz	2021-10-25T14:22:37.245000	n/a	2c5b9fba
func/sub-20_ses-action01_task-action_run-02_bold.nii.gz	2021-10-25T14:28:33.357500	n/a	bfb49d77
func/sub-20_ses-action01_task-action_run-03_bold.nii.gz	2021-10-25T14:34:30.647500	n/a	ec5406df
func/sub-20_ses-action01_task-action_run-04_bold.nii.gz	2021-10-25T14:40:33.970000	n/a	b9a9a2c1
func/sub-20_ses-action01_task-action_run-05_bold.nii.gz	2021-10-25T14:46:26.022500	n/a	32d21c56
func/sub-20_ses-action01_task-action_run-06_bold.nii.gz	2021-10-25T14:52:19.867500	n/a	9b1ff651
fmap/sub-20_ses-action01_run-01_magnitude1.nii.gz	2021-10-25T14:57:58.752500	n/a	33d80818
fmap/sub-20_ses-action01_run-01_magnitude2.nii.gz	2021-10-25T14:57:58.752500	n/a	33d80818
fmap/sub-20_ses-action01_run-01_phasediff.nii.gz	2021-10-25T14:57:59.475000	n/a	18e9ffd3
func/sub-20_ses-action01_task-action_run-07_bold.nii.gz	2021-10-25T15:01:24.700000	n/a	f489ec45
func/sub-20_ses-action01_task-action_run-08_bold.nii.gz	2021-10-25T15:07:13.805000	n/a	588d3b38
func/sub-20_ses-action01_task-action_run-09_bold.nii.gz	2021-10-25T15:13:11.525000	n/a	ee3b5f9a
func/sub-20_ses-action01_task-action_run-10_bold.nii.gz	2021-10-25T15:19:03.175000	n/a	e9b449c9
func/sub-20_ses-action01_task-action_run-11_bold.nii.gz	2021-10-25T15:24:57.970000	n/a	737c2531
func/sub-20_ses-action01_task-action_run-12_bold.nii.gz	2021-10-25T15:30:51.470000	n/a	a501fd77
