filename	acq_time	operator	randstr
func/sub-11_ses-action01_task-action_run-01_bold.nii.gz	2021-10-13T15:43:01.920000	n/a	d7fdec9d
func/sub-11_ses-action01_task-action_run-02_bold.nii.gz	2021-10-13T15:49:02.755000	n/a	f1fe1eb3
func/sub-11_ses-action01_task-action_run-03_bold.nii.gz	2021-10-13T15:55:58.935000	n/a	9f624002
func/sub-11_ses-action01_task-action_run-04_bold.nii.gz	2021-10-13T16:01:54.972500	n/a	2dd72883
func/sub-11_ses-action01_task-action_run-05_bold.nii.gz	2021-10-13T16:07:52.385000	n/a	b76ef246
func/sub-11_ses-action01_task-action_run-06_bold.nii.gz	2021-10-13T16:13:37.630000	n/a	ca4e952c
fmap/sub-11_ses-action01_run-01_magnitude1.nii.gz	2021-10-13T16:19:57.610000	n/a	4d0e12f7
fmap/sub-11_ses-action01_run-01_magnitude2.nii.gz	2021-10-13T16:19:57.610000	n/a	4d0e12f7
fmap/sub-11_ses-action01_run-01_phasediff.nii.gz	2021-10-13T16:19:58.332500	n/a	9606aeef
func/sub-11_ses-action01_task-action_run-07_bold.nii.gz	2021-10-13T16:23:04.855000	n/a	f5723d83
func/sub-11_ses-action01_task-action_run-08_bold.nii.gz	2021-10-13T16:28:59.712500	n/a	2a58a7d3
func/sub-11_ses-action01_task-action_run-09_bold.nii.gz	2021-10-13T16:35:20.027500	n/a	f9b907f2
func/sub-11_ses-action01_task-action_run-10_bold.nii.gz	2021-10-13T16:41:18.805000	n/a	16bd5aac
func/sub-11_ses-action01_task-action_run-11_bold.nii.gz	2021-10-13T16:47:12.322500	n/a	a6cf7f74
func/sub-11_ses-action01_task-action_run-12_bold.nii.gz	2021-10-13T16:53:05.940000	n/a	73f73b9d
